Date,Adj Close
1984-01-03,211.8699951171875
1984-01-04,212.82000732421875
1984-01-05,213.55999755859375
1984-01-06,212.0800018310547
1984-01-09,211.91000366210938
1984-01-10,212.67999267578125
1984-01-11,212.1999969482422
1984-01-12,212.42999267578125
1984-01-13,212.97000122070312
1984-01-16,212.60000610351562
1984-01-17,213.3699951171875
1984-01-18,213.63999938964844
1984-01-19,213.52000427246094
1984-01-20,212.27999877929688
1984-01-23,211.17999267578125
1984-01-24,212.22000122070312
1984-01-25,211.72999572753906
1984-01-26,211.86000061035156
1984-01-27,215.02000427246094
1984-01-30,213.3800048828125
1984-01-31,211.52999877929688
1984-02-01,214.91000366210938
1984-02-02,212.77000427246094
1984-02-03,211.32000732421875
1984-02-06,209.86000061035156
1984-02-07,208.77999877929688
1984-02-08,208.63999938964844
1984-02-09,205.69000244140625
1984-02-10,203.35000610351562
1984-02-13,201.0399932861328
1984-02-14,200.47999572753906
1984-02-15,201.72000122070312
1984-02-16,201.75
1984-02-17,202.97999572753906
1984-02-21,202.80999755859375
1984-02-22,203.99000549316406
1984-02-23,203.75
1984-02-24,205.38999938964844
1984-02-27,207.83999633789062
1984-02-28,206.0800018310547
1984-02-29,207.32000732421875
1984-03-01,207.97999572753906
1984-03-02,209.61000061035156
1984-03-05,211.4199981689453
1984-03-06,212.1199951171875
1984-03-07,211.07000732421875
1984-03-08,212.47999572753906
1984-03-09,214.02999877929688
1984-03-12,213.1699981689453
1984-03-13,213.49000549316406
1984-03-14,212.3699951171875
1984-03-15,212.88999938964844
1984-03-16,211.7100067138672
1984-03-19,212.35000610351562
1984-03-20,211.89999389648438
1984-03-21,212.74000549316406
1984-03-22,214.86000061035156
1984-03-23,215.88999938964844
1984-03-26,216.72000122070312
1984-03-27,216.5
1984-03-28,216.3699951171875
1984-03-29,217.0800018310547
1984-03-30,217.17999267578125
1984-04-02,217.97999572753906
1984-04-03,218.83999633789062
1984-04-04,219.39999389648438
1984-04-05,216.9499969482422
1984-04-06,216.1999969482422
1984-04-09,215.97999572753906
1984-04-10,215.50999450683594
1984-04-11,214.89999389648438
1984-04-12,212.30999755859375
1984-04-13,213.13999938964844
1984-04-16,213.47000122070312
1984-04-17,213.27000427246094
1984-04-18,213.8699951171875
1984-04-19,214.25999450683594
1984-04-23,215.6999969482422
1984-04-24,214.6300048828125
1984-04-25,212.64999389648438
1984-04-26,211.6199951171875
1984-04-27,211.16000366210938
1984-04-30,210.72000122070312
1984-05-01,211.19000244140625
1984-05-02,212.85000610351562
1984-05-03,212.7899932861328
1984-05-04,213.5
1984-05-07,212.50999450683594
1984-05-08,212.72000122070312
1984-05-09,213.69000244140625
1984-05-10,214.10000610351562
1984-05-11,213.44000244140625
1984-05-14,213.72000122070312
1984-05-15,213.00999450683594
1984-05-16,215.67999267578125
1984-05-17,216.14999389648438
1984-05-18,218.1199951171875
1984-05-21,218.72000122070312
1984-05-22,217.83999633789062
1984-05-23,216.9600067138672
1984-05-24,217.1300048828125
1984-05-25,216.77999877929688
1984-05-29,215.11000061035156
1984-05-30,215.10000610351562
1984-05-31,214.5
1984-06-01,213.89999389648438
1984-06-04,213.80999755859375
1984-06-05,213.69000244140625
1984-06-06,213.16000366210938
1984-06-07,211.91000366210938
1984-06-08,210.64999389648438
1984-06-11,209.42999267578125
1984-06-12,208.85000610351562
1984-06-13,209.25
1984-06-14,208.94000244140625
1984-06-15,208.91000366210938
1984-06-18,209.24000549316406
1984-06-19,210.35000610351562
1984-06-20,209.80999755859375
1984-06-21,208.39999389648438
1984-06-22,206.97000122070312
1984-06-25,207.55999755859375
1984-06-26,205.69000244140625
1984-06-27,205.7100067138672
1984-06-28,206.42999267578125
1984-06-29,208.0
1984-07-02,205.86000061035156
1984-07-03,204.72999572753906
1984-07-05,203.27999877929688
1984-07-06,203.27000427246094
1984-07-09,203.52000427246094
1984-07-10,202.6999969482422
1984-07-11,201.02000427246094
1984-07-12,200.83999633789062
1984-07-13,200.47999572753906
1984-07-16,200.3699951171875
1984-07-17,199.82000732421875
1984-07-18,199.24000549316406
1984-07-19,198.72000122070312
1984-07-20,197.8699951171875
1984-07-23,195.75
1984-07-24,193.82000732421875
1984-07-25,192.69000244140625
1984-07-26,191.50999450683594
1984-07-27,190.5500030517578
1984-07-30,190.75
1984-07-31,190.9499969482422
1984-08-01,193.75999450683594
1984-08-02,196.42999267578125
1984-08-03,197.02999877929688
1984-08-06,197.39999389648438
1984-08-07,197.50999450683594
1984-08-08,197.14999389648438
1984-08-09,198.91000366210938
1984-08-10,198.17999267578125
1984-08-13,197.80999755859375
1984-08-14,199.0
1984-08-15,198.5800018310547
1984-08-16,199.5500030517578
1984-08-17,197.8300018310547
1984-08-20,196.39999389648438
1984-08-21,197.5399932861328
1984-08-22,199.0399932861328
1984-08-23,198.5800018310547
1984-08-24,199.9600067138672
1984-08-27,200.1999969482422
1984-08-28,199.97000122070312
1984-08-29,198.97999572753906
1984-08-30,198.5
1984-08-31,198.63999938964844
1984-09-04,197.97999572753906
1984-09-05,197.4600067138672
1984-09-06,198.60000610351562
1984-09-07,197.89999389648438
1984-09-10,200.02000427246094
1984-09-11,200.36000061035156
1984-09-12,201.1699981689453
1984-09-13,200.97999572753906
1984-09-14,200.6699981689453
1984-09-17,199.47999572753906
1984-09-18,200.07000732421875
1984-09-19,201.0399932861328
1984-09-20,200.66000366210938
1984-09-21,200.38999938964844
1984-09-24,199.7899932861328
1984-09-25,200.16000366210938
1984-09-26,199.97999572753906
1984-09-27,199.85000610351562
1984-09-28,199.16000366210938
1984-10-01,199.8699951171875
1984-10-02,199.94000244140625
1984-10-03,199.91000366210938
1984-10-04,199.92999267578125
1984-10-05,199.19000244140625
1984-10-08,199.16000366210938
1984-10-09,199.8000030517578
1984-10-10,199.88999938964844
1984-10-11,200.0399932861328
1984-10-12,199.27000427246094
1984-10-15,198.7899932861328
1984-10-16,198.60000610351562
1984-10-17,196.47000122070312
1984-10-18,195.0399932861328
1984-10-19,194.55999755859375
1984-10-22,196.32000732421875
1984-10-23,196.97000122070312
1984-10-24,198.2899932861328
1984-10-25,198.4499969482422
1984-10-26,198.9199981689453
1984-10-29,197.44000244140625
1984-10-30,197.33999633789062
1984-10-31,199.3300018310547
1984-11-01,200.9499969482422
1984-11-02,199.91000366210938
1984-11-05,199.9199981689453
1984-11-06,200.64999389648438
1984-11-07,201.5500030517578
1984-11-08,202.77000427246094
1984-11-09,202.67999267578125
1984-11-12,202.67999267578125
1984-11-13,202.92999267578125
1984-11-14,202.92999267578125
1984-11-15,202.9600067138672
1984-11-16,203.64999389648438
1984-11-19,202.52999877929688
1984-11-20,202.94000244140625
1984-11-21,203.22999572753906
1984-11-23,202.85000610351562
1984-11-26,200.4499969482422
1984-11-27,200.13999938964844
1984-11-28,200.2100067138672
1984-11-29,200.58999633789062
1984-11-30,200.60000610351562
1984-12-03,199.75
1984-12-04,200.1300048828125
1984-12-05,200.74000549316406
1984-12-06,200.69000244140625
1984-12-07,198.8699951171875
1984-12-10,197.22999572753906
1984-12-11,197.02000427246094
1984-12-12,196.63999938964844
1984-12-13,196.47999572753906
1984-12-14,196.38999938964844
1984-12-17,196.7100067138672
1984-12-18,196.27000427246094
1984-12-19,195.10000610351562
1984-12-20,194.5800018310547
1984-12-21,196.44000244140625
